id,Comercial_Name,Social_reason,Activity,Size,Colony,Postal_Code,State,City,Phone,EMAIL,Web_Page,Max_People
1813,SSINSA,SEGURIDAD SANITARIA INSTITUCIONAL SA DE CV,Otros servicios de limpieza,101 a 250 personas,REFORMA,64450,Nuevo León,Monterrey,,INFO@SSINSA.COM,WWW.SSINSA.COM,250
1814,STEELCASE MONTERREY,STEELCASE MONTERREY S DE RL DE CV,Servicios de administración de negocios,251 y más personas,VALLE ORIENTE,66260,Nuevo León,San Pedro Garza García,,KAVILA@STEELCASE.COM,WWW.STEELCASE.COM,251
1815,SURTHELAND GLOBAL SERVICEL,SGS ISBR S DE RL DE CV,Servicios de recepción de llamadas telefónicas y promoción por teléfono,251 y más personas,LOMAS DE SAN FRANCISCO,64710,Nuevo León,Monterrey,15221000,HECTORJAIME.-GARZA@SURTHELANDGLOBAL.COM,,251
1816,TACTIK CSC,TACTIK CSC,Servicios de administración de negocios,51 a 100 personas,LOMAS DE SAN FRANCISCO,64710,Nuevo León,Monterrey,8186257100,CONTACTO@TACTIC.NET,,100
1817,TECNOLOGIA ADMINISTRATIVA JS,TECNOLOGIA ADMINISTRATIVA JS ,Servicios de administración de negocios,51 a 100 personas,DEL PASEO RESIDENCIAL,,Nuevo León,Monterrey,,CONTACTO.TECNOLOGIA@GMAIL.COM,,100
1818,TECNOLOGIA EN SEGURIDAD PRIVADA,TECNOLOGIA EN SEGURIDAD PRIVADA SSIA QUINTANAROO QROO SA DE CV,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",101 a 250 personas,CENTRO,66600,Nuevo León,Apodaca,8113320295,MNAVES@SSIA.COM.MX,,250
1819,TECNOVAL DE MEXICO,TECNOVAL DE MEXICO SA DE CV,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",101 a 250 personas,EL CARACOL,64810,Nuevo León,Monterrey,,UORTEGA@TECNOVAL.COM.MX,WWW.TECNOVAL.COM,250
1820,TECSA,TECNOLOGÍA Y ESPECIALIZACION EN COBRANZA SA DE CV,Servicios de recepción de llamadas telefónicas y promoción por teléfono,251 y más personas,ZONA CENTRO,64000,Nuevo León,Monterrey,,RCHICO@TECSA.MX,,251
1821,TELEGESTION DE MEXICO,TELEGESTION DE MEXICO SA DE CV,Servicios de recepción de llamadas telefónicas y promoción por teléfono,101 a 250 personas,CENTRO,64000,Nuevo León,Monterrey,8183721400,CONSTCTO@TELEGESTION.COM.MX,WWWTELEGESTION.COM.MX,250
1822,TELEPERFORMANCE,HISPANIC TELESERVICIES DE GUADALAJARA SA DE CV,Agencias de colocación,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,GERARDO.GARCIA@TELEPERFORMANCE.COM,WWW.TELEPERFORMANCE.COM.MX,100
1823,TELEPERFORMANCE,HISPANIC TELESERVICIES DE GUADALAJARA SA DE CV,Agencias de colocación,51 a 100 personas,MONTERREY CENTRO,64000,Nuevo León,Monterrey,8110169588,GERARDO.RAMIREZGARCIA@TELEPERFORMACE.COM,WWW.TELEPERFORMANCE.COM,100
1824,TICHER SEGURIDAD PRIVDA,ESTRATEGIAS DE PROTECCION Y RH TICHER SA DE CV,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",101 a 250 personas,MITRAS CENTRO,64460,Nuevo León,Monterrey,8126803014,JORGE.RAMOS@EPRTICHER.COM,,250
1825,TRANSPLACE DE MEXICO,TRANSPLACE DE MEXICO S DE RL DE CV,Servicios de administración de negocios,101 a 250 personas,SAN JERONIMO,64640,Nuevo León,Monterrey,,OSCAR.CORONADO@UBERFREIGT.COM,WWW.UBERFREIGTH.COM,250
1826,TRANSPORTADORA DE PROTECCION Y SEGURIDAD TRANSPORTADORA DE PROTECCION Y SEGURIDAD,TRANSPORTADORA DE PROTECCION Y SEGURIDAD SA DE CV,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",51 a 100 personas,EL LECHUGAL,66376,Nuevo León,Santa Catarina,,FISCAL@TPS.COM.MX,WWW.TPS.COM.MX,100
1827,URESTI & ASOCIADOS ABOGADOS SC,URESTI & ASOCIADOS ABOGADOS SC,Servicios de recepción de llamadas telefónicas y promoción por teléfono,101 a 250 personas,OBRERA,64010,Nuevo León,Monterrey,,CONTACTO@URESTI.MX,WWW.URESTI.MX,250
1828,VCIP SOLUCIONES,VC IP SOLUCIONES SA DE CV,Servicios de recepción de llamadas telefónicas y promoción por teléfono,251 y más personas,CENTRO,64000,Nuevo León,Monterrey,,MIGUEL.ALCANTARA@VCIPCENTER.COM,WWW.VCIP.COM,251
1829,VECTRA,VIGILANCIA EMPRESARIAL CUSTODIA Y TRASLADOS SA DE CV,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",101 a 250 personas,LAS CUMBRES,64380,Nuevo León,Monterrey,,ATENCIONALCLIENTE@SECUREZONE.COM.MX,WWW.VECTRASECURE.COM,250
1830,VENTAJAS ADMINISTRATIVAS EMPRESARIALES,VENTAJAS ADMINISTRATIVAS EMPRESARIALES SA DE CV,Suministro de personal permanente,51 a 100 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,CONTABILIDAD@VAESASERVICIOS.COM,WWW.VAESASERVICIOS.COM,100
1831,VICTORY PACKAGING,VICTORY PACKAGING DE MEXICO S DE RL DE CV,Servicios de empacado y etiquetado,51 a 100 personas,KALOS GUADALUPE,67196,Nuevo León,Guadalupe,,ACALVILLO@VICTORYPACKAGING.COOM,WWW.VICTORYPACKAGING.COM.MX,100
1832,VISION CONSERVACION Y MANTENIMIENTO,VISION CONSERVACION Y MANTENIMIENTO S DE RL DE CV,Servicios de limpieza de inmuebles,251 y más personas,OBRERA,64010,Nuevo León,Monterrey,,FACTURADIGITAL@VISIONCM.COM,WWW.VISIONCM.COM,251
1833,WABTEC CORPORATION,LOCOMOTIVE MANUFACTURING AND SERVICES SA DE CV,Suministro de personal permanente,251 y más personas,FINSA APODACA,66600,Nuevo León,Apodaca,,MARTHA.REYNA@WABTEC.COM,,251
1834,WC MOVIL DE MONTERREY,WC MOVIL DE MONTERREY SA DE CV,Otros servicios de manejo de residuos por el sector privado,101 a 250 personas,INDUSTRIAL MONTE DE LOS OLIVOS,66143,Nuevo León,Santa Catarina,,RIARA@ESG.COM.MX,,250
1835,WEIR MINERALS MÉXICO SERVICIOS,WEIR MINERALS MEXICO SERVICIOS SA DE CV,Servicios de administración de negocios,51 a 100 personas,STIVA AEROPUERTO,66600,Nuevo León,Apodaca,8116567935,AMANDARODRIGUEZ@MAIL.WEIR,WWW.WEIRMINERALS.COM,100
1836,WEISS-AUG MÉXICO S DE RL DE CV,WEISS-AUG MEXICO S DE RL DE CV,Otros servicios de apoyo a los negocios,251 y más personas,PARQUE INDUSTRIAL MILENIUM,66600,Nuevo León,Apodaca,,MFLORES@WEIS-AUG.COM,WWW.WEIS-AUG.COM,251
1837,WORLD PATH SERVICES,WORLD PATH SERVICES SA DE CV,Otros servicios de apoyo a los negocios,51 a 100 personas,MEZQUITAL,66630,Nuevo León,Apodaca,2711894246,JULIAN.JOSE@PATHLOGISTIC.COM,,100
1838,XE SEGURIDAD,PACIFIC RIM SA DE CV,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo",51 a 100 personas,EL OBISPO,66350,Nuevo León,Santa Catarina,,RH@XESEGURIDAD.COM,WWWXESEGURIDAD.MX,100
1839,ACQ-FILLER SAPI DE CV,ACQ-FILLER SAPI DE CV,Servicios de consultoría en administración,51 a 100 personas,KALOS,66358,Nuevo León,Santa Catarina,8121394454,INFO@ACQFILLER.COM,,100
1840,ADNE ADMINISTRACION,ADNE ADMINISTRACION S DE RL DE CV,Servicios de consultoría en administración,101 a 250 personas,RESIDENCIAL SAN AGUSTIN,66260,Nuevo León,San Pedro Garza García,,MLOZANO@ADNERGIA.COM,,250
1841,ADVERTISING AND PROMOTION,ADVERTISING AND PROMOTION SA DE CV,Agencias de publicidad,101 a 250 personas,MONTERREY CENTRO,64000,Nuevo León,Monterrey,5591714800,VCASTELAN@AYP.COM.MX,AYP.COM.MX,250
1842,ALM ASESORES LEGALES,ASESORES LEGALES ALM SA DE CV,Bufetes jurídicos,51 a 100 personas,MONTERREY CENTRO,64000,Nuevo León,Monterrey,,INFOASESORESLEGALESALM@GMAIL.COM,,100
1843,ALSPIN SOLUTIONS,ALSPIN SOLUTIONS SA DE CV,Servicios de contabilidad y auditoría,51 a 100 personas,SANTA BARBARA,66266,Nuevo León,San Pedro Garza García,8129169019,ALSPINSADOCU@GMAIL.COM,,100
1844,AMI GE INTERNATIONAL S DE RL DE CV,AMI GE INTERNATIONAL S DE RL DE CV,Servicios de ingeniería,101 a 250 personas,RINCON DE SANTA MARIA,64650,Nuevo León,Monterrey,,BLANA.ARANDA@AMIAUTOMATION.COM,,250
1845,ARRIS STB,ARRIS STB SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,PARQUE DE INVESTIGACION E INOVACION TECNOLOGICA,66628,Nuevo León,Apodaca,,GERARDOHERNANDEZ@COMMSCOPE.COM,WWW.COMMSCOPE.COM,250
1846,ASA SERVICIOS ADMINISTRATIVOS,ADICION SERVICIOS ADMINISTRATIVOS SA DE CV,Servicios de consultoría en administración,51 a 100 personas,VALLE DEL CAMPESTRE,66265,Nuevo León,San Pedro Garza García,,YADIRA.OUCLLAR@VILLACERO.COM,,100
1847,ASESORES Y CONSULTORES EN TECNOLOGÍA SA DE CV,ASESORES Y CONSULTORES EN TECNOLOGÍA SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,CUMBRES PRIMER SECTOR,64610,Nuevo León,Monterrey,,OCASTILLO@GRUPOACT.COM,WWW.GRUPOACT.COM,250
1848,ASESORIA DE EMPRESAS,ASESORIA DE EMPRESAS SA DE CV,Servicios de consultoría en administración,101 a 250 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,HLERMA@GRUMA.COM,,250
1849,AUREN MONTERREY,AUREN MONTERREY SC,Servicios de contabilidad y auditoría,51 a 100 personas,NUEVO OBISPADO,64040,Nuevo León,Monterrey,,KAREN.SOTO@MTY.AUREN.COM,,100
1850,AUTOMATIZACION Y MODERNIZACION INDUSTRIAL,AUTOMATIZACION Y MODERNIZACION INDUSTRIAL SA DE CV,Servicios de ingeniería,101 a 250 personas,RINCO N DE SANTA MAR A,64650,Nuevo León,Monterrey,,JACKELINE.MARTINEZ@AYM.COM.MX,,250
1851,BENDIX SERVICIOS DE MEXICO,BENDIX SERVICIOS DE MEXICO SA DE CV,Laboratorios de pruebas,101 a 250 personas,PARQUE DE INVESTIGACION E INOVA,66628,Nuevo León,Apodaca,,ARTURO.MUNOZ@BENDOX.COM,,250
1852,BIND ERP,MINNT SOLUCIONS SAPI DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,CENTRO,64720,Nuevo León,Monterrey,,PRINCEY.KANNAN@BIND.COM.MX,WWW.BIND.COM.MX,100
1853,BLUE PEOPLE,THE BLUE PEOPLE SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,RESIDENCIAL SANTA BARBARA,66266,Nuevo León,San Pedro Garza García,,FACTURAS@BLUEPEOPLE.COM,,100
1854,BSD ENTERPRISE GROUP,BSD ENTERPRISE GROUP SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,251 y más personas,RESIDENCIAL SAN AGUSTIN,66260,Nuevo León,San Pedro Garza García,,ERIKA.MORIN@BSDENTERPRICE.COM,WWW.BSDENTERPRISE.COM,251
1855,BSDENTERPRISE SA DE CV,BSDENTERPRISE SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,RESIDENCIAL SAN AGUSTÍN,66260,Nuevo León,San Pedro Garza García,,ELIO.MORIN@BSDENTERPRISE.COM,WWW.BSDENTERPRISE.COM,250
1856,BUSINESS CENTER MM&A,BUSINESS CENTER MM&A SA DE CV,Servicios de contabilidad y auditoría,251 y más personas,CONTRY TESORO,64850,Nuevo León,Monterrey,,BUZON@BUSINESSMMA.MX,,251
1857,CARENTMEX,CARENTMEX SA DE CV,Servicios de consultoría en administración,51 a 100 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,FACTURACION@SEIGIORNICAFFE.COM,,100
1858,CASTELEC INTERNACIONAL,CASTELEC INTERNACIONAL SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,RINCON DE SAN JERONIMO,64637,Nuevo León,Monterrey,,LICENCIAS@CASTELEC.COM.MX,WWW.CASTALEC.MX,100
1859,CDG CONSULTORES,DIAGNOSTICO PROFESIONAL Y EJECUTIVO SA DE CV,Servicios de consultoría en administración,51 a 100 personas,LOMA LARGA,64710,Nuevo León,Monterrey,,KROCHA@CDG.COM.MX,WWW.CDG.COM.MX,100
1860,CENTRO DE DESARROLLO E INNOVACIÓN MONTERREY,SCHNEIDER R & D SA DE CV,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",101 a 250 personas,PARQUE DE INVESTIGACION E INNOVACION TECNOLOGICA PIIT,66628,Nuevo León,Apodaca,,KARLA.ZAPATA@SCHNEIDER-ELECTRIC.COM,,250
1861,CHEVEZ RUIZ ZAMARRIPA Y COMPAÑIA,CHEVEZ RUIZ ZAMARRIPA Y CIA SC,Servicios de contabilidad y auditoría,51 a 100 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,KSMONTERRUBIO@CHEVEZ.COM.MX,WWW.CHEVEZ.COM.MX,100
1862,CIDESI,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL ,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",51 a 100 personas,PARQUE DE IVESTIGACION E INOVACION TECNOLOGICA,66647,Nuevo León,Apodaca,,CONTACTO@CIDESI.EDU.MX,WWW.CIDESI.COM,100
1863,CINETICA QUIMICA,CINETICA QUIMICA SA DE CV,Servicios de consultoría en administración,51 a 100 personas,RESIDENCIAL SANTA BARBARA,66266,Nuevo León,Monterrey,,MHERNANDEZ@CINETICAQUIMICA.COM.MX,WWW.CINETICAQUIMICA.COM.MX,100
1864,COGNIZANT TECHNOLOGY SOLUTIONS DE MEXICO,COGNIZANT TECHNOLOGY SOLUTIONS DE MEXICO SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,ZONA VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,JONAS.PERRETTA@COGNIZANT.COM,WWW.COGNIZANT.COM,250
1865,COMPRO ESPACIOS SA DE CV,COMPRO ESPACIOS SA DE CV,Servicios de rotulación y otros servicios de publicidad,101 a 250 personas,MITRAS NORTE,64320,Nuevo León,Monterrey,,NANCY.GONZALEZ@COMPROESPACIOS.COM,,250
1866,CONDUENT DE MEXICO SUCURSAL MONTERREY,CONDUENT DE MEXICO SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,251 y más personas,CENTRICA  SECTOR 2,64520,Nuevo León,Monterrey,,RAMIRO.ARRIAGA@CONDUENT.COM,,251
1867,CONNECTOR DEVELOPMENT,CONNECTOR DEVELOPMENT SA DE CV,Agencias de relaciones públicas,101 a 250 personas,HIDALGO,64290,Nuevo León,Monterrey,8112551129,ALICARRERA@CONNECTOR.COM.MX,WWW.CONNECTOR.COM.MX,250
1868,CORPORATIVO PMN NORESTE,CORPORATIVO PMN NORESTE SA DE CV,Bufetes jurídicos,51 a 100 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,LORENA.VAZQUEZ@CORPORATIVOPMN.COM,WWW.CORPORATIVOPMN.COM,100
1869,DATA SISTEMS GROUP,DATA SISTEMAS Y CONSULTORIA DE MEXICO SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,CENTRO,64000,Nuevo León,Monterrey,,VERONICA.TAFOYA@DATASYSTEMS.COM.MX,WWW.DATASYSTEMS.COM.MX,100
1870,DEINTEC,DEINTEC SC,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,CHEPEVERA,64030,Nuevo León,Monterrey,,ADMINISTRACION@DEINTEC.COM,WWW.DEINTEC.COM,100
1871,DELOITTE,,Servicios de consultoría en administración,101 a 250 personas,CENTRO,64000,Nuevo León,San Pedro Garza García,,MARIRAMIREZ@DELOITTE.COM,WWW2.DELOITTE.COM.MX,250
1872,DESPACHO CONTABLE,ASESORIA Y DESARROLLO INTEGRAL DE SISTEMAS LEGALES Y ADMINISTRATIVOS SC,Servicios de contabilidad y auditoría,51 a 100 personas,FRACCIONAMIENTO BERNARDO REYES,64500,Nuevo León,Monterrey,,C.ESPINOZA@ADISLA.COM,,100
1873,DESPACHO ELIZONDO CANTU SC,,Servicios de contabilidad y auditoría,51 a 100 personas,MITRAS SUR,64020,Nuevo León,Monterrey,8183334332,DIRECCION@ELIZONDOCANTU.MX,WWW.ELIZONDOCANTU.MX,100
1874,DEXTRA TECHNOLOGIES,DEXTRA TECHNOLOGIES SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,251 y más personas,MIRADOR,64070,Nuevo León,Monterrey,,ADMINISTRACION@CABALLICREA.COM,WWW.DEXTRATECH.COM,251
1875,DIRECT SOLUTIONS,DIRECT SOLUTIONS SC,Servicios de contabilidad y auditoría,51 a 100 personas,NIÑO ARTILLERO,64280,Nuevo León,Monterrey,,CONTABILIDAD@CORAPSA.COM.MX,,100
1876,"DYCSI SOLUCIONES,","DYCSI SOLUCIONES, SA DE CV",Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,RESIDENCIAL SANTA BARBARA,66266,Nuevo León,San Pedro Garza García,8182752837,JOSELUIS.ESCOBEDO@DYCSI.NET,WWW.DYCSI.NET,100
1877,ECARESOFT,ECARESOFT MEXICO SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,VALLE ORIENTE,66220,Nuevo León,San Pedro Garza García,8115317204,BEUFRACIO@ECARESOFT.COM,WWW.ECARESOFT.COM,100
1878,EMERSON ELECTRIC DE MEXICO,EMERSON ELECTRIC DE MEXICO SA DE CV,Servicios de consultoría en administración,51 a 100 personas,SANTA MARIA,64650,Nuevo León,Monterrey,,VICTOR.CASTILLO@EMERSON.COM,,100
1879,EPICOR SOFTWARE MEXICO SC,EPICOR SOFTWARE MEXICO SC,Servicios de diseño de sistemas de cómputo y servicios relacionados,251 y más personas,SANTA MARIA,64650,Nuevo León,Monterrey,,PFLORES@EPICOR.COM,,251
1880,ERNST & YOUNG,,Servicios de contabilidad y auditoría,101 a 250 personas,VALLE DEL CAMPESTRE SAN PEDRO GARZA GARCIA,66265,Nuevo León,San Pedro Garza García,,CARMEN.Y.TREJO.TERRON@MX.EY.COM,,250
1881,FARGAMET,FARGAMET SA DE CV,Servicios de apoyo para efectuar trámites legales,51 a 100 personas,CENTRO,66615,Nuevo León,Apodaca,,GSILVA@GALVASID.COM,,100
1882,FINANCIERA MEXI,SERVICIOS ADMINISTRATIVOS MAAKELAR SA DE CV,Servicios de consultoría en administración,51 a 100 personas,CENTRO DE MONTERREY,64000,Nuevo León,Monterrey,,ENRIQUE.CAVAZOS@FMEXI.COM,,100
1883,FOMENTO E INVESTIGACION INTEGRAL SC,FOMENTO E INVESTIGACION INTEGRAL SC,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado",51 a 100 personas,CENTRO DE SAN PEDRO,66230,Nuevo León,San Pedro Garza García,,cmorales@serviciosrc.org,,100
1884,G5 COMUNICACION,G5 COMUNICACION SA DE CV,Agencias de publicidad,51 a 100 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,APALOMO@GCINCO.COM,,100
1885,GLOBAL HITTS,HITSS SOLUTIONS SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,DEL PASEO RESIDENCIAL,64920,Nuevo León,Monterrey,5578588754,MIRAMONTES@GLOBALHITTS.COM,WWW.GLOBALHITTS.COM,250
1886,GOSSLER SC,,Servicios de contabilidad y auditoría,51 a 100 personas,VALLE ORIENTE,66269,Nuevo León,San Pedro Garza García,,ADRIANA.CONTRERAS@CROWE.MX,WWW.CROWE.MX,100
1887,GRUPO EMPRESARIAL EISEI,GRUPO EMPRESARIAL EISEI SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,JARIN ESPAÑOL,64860,Nuevo León,Monterrey,,TANIA.SALAZAR@EISEI.NET.MX,,100
1888,GRUPO GERSA MONTERREY,GRUPO GERSA MONTERREY SA DE CV,Servicios de ingeniería,51 a 100 personas,ZIMIX,66358,Nuevo León,Santa Catarina,8112995232,ESPERANZA-ROJAS@GERSA.COM.MX,WWW.GERSA.COM.MX,100
1889,GRUPO POL,IMPACTOS FRECUENCIA Y COBERTURA EN MEDIOS SA DE CV,Agencias de anuncios publicitarios,51 a 100 personas,ROMA,64700,Nuevo León,Monterrey,,SERGIO.VILLARREAL@GRUPOPOL.COM,WWW.GRUPOPOL.COM,100
1890,GRUPO SCANDA NORTE,GRUPO SCANDA SA DE CV,Servicios de consultoría en administración,51 a 100 personas,RESIDENCIAL SAN AGUSTIN,66260,Nuevo León,San Pedro Garza García,,CONTACO@SCANDA.COM.MX,WWW.SCANDA.COM.MX,100
1891,HONEYWELL AUTOMOTIVE DE MEXICO,HONEYWELL AUTOMOTIVE DE MEXICO S DE RL DE CV,Servicios de contabilidad y auditoría,101 a 250 personas,MILLENIUM,66600,Nuevo León,Apodaca,,ESTHIBALYCAROLINA.SALAZAR@HONEYWELL.COM,WWW.HONEYWELL.COM,250
1892,HOTEL SHERATON AMBASADOR,PRESTACION DE SERVICIOS EN EL MANEJO DE NOMINA FH S DE RL DE CV,Servicios de consultoría en administración,101 a 250 personas,ZONA CENTRO,64000,Nuevo León,Monterrey,8183807000,DAVID.LIRA@SHERATON.COM,,250
1893,IKUSI,MICRONET DE MEXICO SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,251 y más personas,VALLE DEL MIRADOR,,Nuevo León,Monterrey,,LUIS.ROSALES@IKUSI.COM,WWW.IKUSI.COM.MX,251
1894,IMPULSORA ICELL,IMPULSORA ICELL SA DE CV,Servicios de consultoría en administración,101 a 250 personas,VALLE DE SANTIAGO,64780,Nuevo León,Monterrey,,NVEGA@ISEGRUP.COM.MX,,250
1895,IMTSA,IMPULSORA MEXICANA DE TELECOMUNICACIONES SA DE CV,Servicios de ingeniería,51 a 100 personas,CENTRO,,Nuevo León,Monterrey,,LALDURAN@GTA-MEX.COM,,100
1896,INAVANT DESARROLADORA DE SOFTWARE,INAVANT SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,CHEPEVERA,64030,Nuevo León,Monterrey,,GUADALUPERG@INAVANT.COM.MX,WWW.INAVANT.COM.MX,100
1897,INFOSYS,INFOSYS TECHNOLOGIES S DE RL DE CV,Servicios de consultoría en administración,251 y más personas,RINCON DE SANTA MARIA,64650,Nuevo León,Monterrey,5537086389,MIGUEL.HERNANDEZ02@INFOSYS.COM,WWW.INFOSYS.COM/MX,251
1898,INK BUSSINES SERVICE,INK BUSSINES SERVICE SA DE CV,Servicios de contabilidad y auditoría,51 a 100 personas,BUENOS AIRES,64800,Nuevo León,Monterrey,,INKBUSSINES18@GMAIL.COM,,100
1899,INMEGA INVESTIGACION DE MERCADOS SC,INMEGA INVESTIGACION DE MERCADOS SC,Servicios de investigación de mercados y encuestas de opinión pública,101 a 250 personas,MITRAS CENTRO,64460,Nuevo León,Monterrey,,CONTADOR@INMEGA.COM,WWW.INMEGA.COM,250
1900,INTEGRA CONECT,INTEGRA CONECT SA DE CV,Servicios de investigación de mercados y encuestas de opinión pública,101 a 250 personas,ZONA CENTRO,64000,Nuevo León,Monterrey,,JREYES@SACORPORATIVO.COM,WWW.INTEGRACONECT.COM,250
1901,INTEGRA MEXICO 360,INTEGRA MEXICO 360 SA DE CV,Servicios de consultoría en administración,251 y más personas,DEPORTIVO OBISPADO,64050,Nuevo León,Monterrey,,RECEPCION@RH360.MX,,251
1902,INTERNACIONAL DE SISTEMAS SA DE CV,INTERNACIONAL DE SISTEMAS SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,DEL VALLE,66220,Nuevo León,San Pedro Garza García,,ESALINAS@WSSGROUP.COM,,250
1903,INVESTIGACIÓN TECNICA AVANZADA,INVESTIGACION TECNICA AVANZADA SA DE CV,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",101 a 250 personas,LA PURISIMA,67129,Nuevo León,Guadalupe,,FCASAS@GRUMA.COM,,250
1904,IPHARMA,IPHARMA SA DE CV,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado",51 a 100 personas,MITRAS CENTRO,64460,Nuevo León,Monterrey,,PROTOCOLOS@I-PHARMA.COM.MX,WWW.I-PHARMA.COM.MX,100
1905,JDA,JDA SOFTWARE DE MEXICO SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,101 a 250 personas,VALLE ORIENTE,66260,Nuevo León,San Pedro Garza García,,RAUL.MONTANO@JDA.COM,WWW.JDA.COM,250
1906,KALYPSO,KALIPSO ,Servicios de consultoría en administración,51 a 100 personas,LOMA LARGA PONIENTE,66266,Nuevo León,San Pedro Garza García,,ANDREA.TREVIO@KALIPSO.COM,WWW.KALYPSO.COM,100
1907,KPMG CARDENAS DOSAL,KPMG CARDENAS DOSAL SC,Servicios de contabilidad y auditoría,251 y más personas,SANTA MARIA,64650,Nuevo León,Monterrey,,ARIELROCHA@KPMG.COM.MX,WWW.KPMG.COM.MX,251
1908,LABORATORIO SERVICIOS CLINICOS Y ANALISIS TOXICOLOGICOS,LABORATORIO DE SERVICIOS CLINICOS Y ANALISIS TOXICOLOGICOS ,Laboratorios de pruebas,51 a 100 personas,VILLA MITRAS,64170,Nuevo León,Monterrey,,BDELEON@GRUPOLASECCT.COM.MX,WWW.GRUPOLASECLCT.COM,100
1909,LABORATORIOS ABC QUIMICA INVESTIGACION Y ANALISIS,LABORATORIOS ABC QUIMICA INVESTIGACION Y ANALISIS SA DE CV,Laboratorios de pruebas,51 a 100 personas,VILLAS DE SAN MIGUE,67110,Nuevo León,Guadalupe,,JAIME.BALANDRANO@INTERTEK.COM,WWW.ABCANALITIC.COM.MX,100
1910,LINK TECHNOLOGIES,LINK TECHNOLOGIES SAPI DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,DEPORTIVO OBISPADO,64040,Nuevo León,Monterrey,,YADHIRA.TREVINO@LINKTECH.COM.MX,WWW.LINKTECH.COM.MX,100
1911,LOGISTORAGE  OFICINAS ADMINISTRATIVAS,LOGISTORAGE SA DE CV,Bufetes jurídicos,251 y más personas,COLONIA AMPLIACION VALLE DEL MIRADOR,66220,Nuevo León,San Pedro Garza García,,JMESTA@LOGISTORAGE.COM,,251
1912,LUMINA SOFTWARE,LUMINA SOFTWARE SA DE CV,Servicios de diseño de sistemas de cómputo y servicios relacionados,51 a 100 personas,DEPORTIVO OBISPADO,64050,Nuevo León,Monterrey,,CONTACTO@LUMINASOFTWARE.COM,WWW.LUMINASOFTWARE,100
1913,MAHLE SHARED SERVICES MEXICO,MAHLE SHARED SERVICES MEXICO S DE RL DE CV,Servicios de consultoría en administración,251 y más personas,SANTA MARIA,64650,Nuevo León,Monterrey,,KARINA.RODRIGUEZ.FERRINO@MAHLE.COM,,251
